/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=fixed_tau seed=24 dataset=bitotc task=classification
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
[KAIROS] Using device: cuda:0 (NVIDIA RTX A6000)
[KAIROS] Classification task → λ_koop overridden to 0.0
[KAIROS] Small graph (4863 nodes) → full-neighbour training sampler

[KAIROS] Backbone: gcn
Training 50 epochs | 4 views | λ_koop=0.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 76.2337 | KOOP 0.0000 | τ 0.5000 | Total 76.2337
Epoch 00001 | NCE 72.0625 | KOOP 0.0000 | τ 0.5000 | Total 72.0625
Epoch 00002 | NCE 67.5598 | KOOP 0.0000 | τ 0.5000 | Total 67.5598
Epoch 00003 | NCE 67.3390 | KOOP 0.0000 | τ 0.5000 | Total 67.3390
Epoch 00004 | NCE 65.1612 | KOOP 0.0000 | τ 0.5000 | Total 65.1612
Epoch 00005 | NCE 63.9886 | KOOP 0.0000 | τ 0.5000 | Total 63.9886
Epoch 00006 | NCE 64.7132 | KOOP 0.0000 | τ 0.5000 | Total 64.7132
Epoch 00007 | NCE 62.4026 | KOOP 0.0000 | τ 0.5000 | Total 62.4026
Epoch 00008 | NCE 64.0379 | KOOP 0.0000 | τ 0.5000 | Total 64.0379
Epoch 00009 | NCE 63.0497 | KOOP 0.0000 | τ 0.5000 | Total 63.0497
Epoch 00010 | NCE 63.1694 | KOOP 0.0000 | τ 0.5000 | Total 63.1694
Epoch 00011 | NCE 61.0570 | KOOP 0.0000 | τ 0.5000 | Total 61.0570
Epoch 00012 | NCE 61.5450 | KOOP 0.0000 | τ 0.5000 | Total 61.5450
Epoch 00013 | NCE 62.1644 | KOOP 0.0000 | τ 0.5000 | Total 62.1644
Epoch 00014 | NCE 60.8431 | KOOP 0.0000 | τ 0.5000 | Total 60.8431
Epoch 00015 | NCE 60.4659 | KOOP 0.0000 | τ 0.5000 | Total 60.4659
Epoch 00016 | NCE 60.7993 | KOOP 0.0000 | τ 0.5000 | Total 60.7993
Epoch 00017 | NCE 59.8572 | KOOP 0.0000 | τ 0.5000 | Total 59.8572
